component,src,tgt,family
6,8422,8456,selection
6,8422,8457,selection
6,8422,8458,selection
6,8422,8459,selection
6,8422,8460,selection
6,8423,8437,selection
6,8423,8439,selection
6,8423,8447,selection
6,8423,8454,selection
6,8423,8456,selection
6,8423,8457,selection
6,8423,8458,selection
6,8423,8459,selection
6,8423,8460,selection
6,8426,8425,projection
6,8437,8447,projection
6,8437,8454,projection
6,8437,8458,projection
6,8437,8459,projection
6,8439,8456,projection
6,8439,8457,projection
6,8439,8460,projection
6,8445,8422,projection
6,8445,8423,selection
6,8445,8437,selection
6,8445,8439,selection
6,8445,8446,selection
6,8445,8447,selection
6,8445,8448,projection
6,8445,8454,selection
6,8445,8456,selection
6,8445,8457,selection
6,8445,8458,selection
6,8445,8459,selection
6,8445,8460,selection
6,8446,8437,selection
6,8446,8447,selection
6,8446,8454,selection
6,8446,8458,selection
6,8446,8459,selection
6,8447,8437,projection
6,8447,8454,projection
6,8447,8458,projection
6,8447,8459,projection
6,8448,8422,projection
6,8448,8423,selection
6,8448,8437,selection
6,8448,8439,selection
6,8448,8445,projection
6,8448,8446,selection
6,8448,8447,selection
6,8448,8454,selection
6,8448,8456,selection
6,8448,8457,selection
6,8448,8458,selection
6,8448,8459,selection
6,8448,8460,selection
6,8454,8437,projection
6,8454,8447,projection
6,8454,8458,projection
6,8454,8459,projection
6,8456,8439,projection
6,8456,8457,projection
6,8456,8460,projection
6,8457,8439,projection
6,8457,8456,projection
6,8457,8460,projection
6,8458,8437,projection
6,8458,8447,projection
6,8458,8454,projection
6,8458,8459,projection
6,8459,8437,projection
6,8459,8447,projection
6,8459,8454,projection
6,8459,8458,projection
6,8460,8439,projection
6,8460,8456,projection
6,8460,8457,projection
6,8470,8469,projection
6,8471,8465,projection
6,8472,8467,projection
6,8473,8466,projection
6,8473,8474,projection
6,8473,8475,projection
6,8474,8466,projection
6,8474,8473,projection
6,8474,8475,projection
6,8475,8466,projection
6,8475,8473,projection
6,8475,8474,projection
6,8476,8468,projection
7,8128,8129,projection
7,8128,8166,selection
7,8128,8167,selection
7,8128,8168,selection
7,8128,8169,selection
7,8129,8166,selection
7,8129,8167,selection
7,8129,8168,selection
7,8129,8169,selection
7,8130,8131,projection
7,8130,8170,selection
7,8130,8171,selection
7,8130,8172,selection
7,8130,8173,selection
7,8131,8170,selection
7,8131,8171,selection
7,8131,8172,selection
7,8131,8173,selection
7,8132,8133,projection
7,8132,8174,selection
7,8132,8175,selection
7,8132,8176,selection
7,8132,8177,selection
7,8133,8174,selection
7,8133,8175,selection
7,8133,8176,selection
7,8133,8177,selection
7,8134,8135,projection
7,8134,8157,projection
7,8134,8162,selection
7,8134,8163,selection
7,8134,8164,selection
7,8134,8165,selection
7,8135,8162,selection
7,8135,8163,selection
7,8135,8164,selection
7,8135,8165,selection
7,8136,8137,projection
7,8142,8154,projection
7,8143,8178,selection
7,8143,8179,selection
7,8157,8135,projection
7,8157,8162,selection
7,8157,8163,selection
7,8157,8164,selection
7,8157,8165,selection
7,8162,8163,selection
7,8165,8164,selection
7,8166,8167,selection
7,8169,8168,selection
7,8170,8171,selection
7,8173,8172,selection
7,8174,8175,selection
7,8177,8176,selection
7,8178,8179,selection
7,8180,8181,projection
7,8181,8180,projection
7,8185,8197,selection
7,8186,8185,projection
7,8186,8197,selection
7,8186,8203,selection
7,8190,8200,selection
7,8190,8201,selection
7,8191,8190,projection
7,8191,8200,selection
7,8191,8201,selection
7,8200,8201,selection
7,8202,8197,projection
7,8203,8197,projection
7,8204,8162,selection
7,8204,8163,selection
7,8204,8164,selection
7,8204,8165,selection
7,8205,8162,selection
7,8205,8163,selection
7,8205,8164,selection
7,8205,8165,selection
8,7957,7960,projection
8,7960,7957,projection
8,7968,7969,projection
8,7968,8280,selection
8,7969,7968,projection
8,7969,8280,selection
8,7987,8321,selection
8,7988,7957,projection
8,7988,7960,projection
8,7988,8321,selection
8,7989,7957,projection
8,7989,7960,projection
8,7989,7994,selection
8,7989,8322,selection
8,7994,8322,projection
8,7998,7994,projection
8,7998,8322,projection
8,8022,8021,projection
8,8030,8031,projection
8,8031,8030,projection
8,8032,8030,projection
8,8032,8031,projection
8,8034,8321,selection
8,8036,8321,projection
8,8038,8037,projection
8,8039,8037,projection
8,8123,8278,projection
8,8123,8279,selection
8,8124,8141,projection
8,8125,8140,projection
8,8278,8279,selection
8,8286,8287,selection
8,8286,8289,selection
8,8286,8290,selection
8,8286,8308,selection
8,8286,8311,selection
8,8289,8290,projection
8,8289,8308,projection
8,8289,8311,projection
8,8290,8289,projection
8,8290,8308,projection
8,8290,8311,projection
8,8292,8291,projection
8,8294,8293,projection
8,8295,8293,projection
8,8303,8302,projection
8,8304,8302,projection
8,8308,8311,projection
8,8310,8309,projection
8,8311,8308,projection
8,8322,7994,projection
8,8323,7994,projection
8,8323,8322,projection
9,2952,2955,projection
9,2952,2956,selection
9,2955,2952,projection
9,2955,2956,selection
10,531,532,projection
10,531,534,projection
10,532,531,projection
10,532,534,projection
10,534,531,projection
10,534,532,projection
10,544,2654,projection
10,2598,2649,projection
10,2598,2653,projection
10,2599,2652,projection
10,2649,2598,projection
10,2649,2653,projection
10,2652,2599,projection
10,2653,2598,projection
10,2653,2649,projection
10,2654,544,projection
11,6234,6235,projection
11,6234,6247,selection
11,6235,6234,projection
11,6235,6247,selection
11,6237,6234,projection
11,6237,6235,projection
11,6237,6239,projection
11,6237,6243,projection
11,6237,6244,selection
11,6237,6245,selection
11,6237,6246,selection
11,6237,6247,selection
11,6239,6234,projection
11,6239,6235,projection
11,6239,6237,projection
11,6239,6243,projection
11,6239,6244,selection
11,6239,6245,selection
11,6239,6246,selection
11,6239,6247,selection
11,6243,6234,projection
11,6243,6235,projection
11,6243,6237,projection
11,6243,6239,projection
11,6243,6244,selection
11,6243,6245,selection
11,6243,6246,selection
11,6243,6247,selection
11,6244,6245,selection
11,6244,6246,selection
11,6244,6247,selection
11,6245,6246,selection
11,6245,6247,selection
11,6246,6247,projection
11,6248,6279,selection
11,6249,6250,projection
11,6249,6251,selection
11,6249,6252,selection
11,6249,6253,selection
11,6249,6255,selection
11,6249,6256,selection
11,6249,6257,selection
11,6249,6258,selection
11,6249,6261,selection
11,6249,6263,selection
11,6249,6279,selection
11,6250,6251,selection
11,6250,6252,selection
11,6250,6253,selection
11,6250,6255,selection
11,6250,6256,selection
11,6250,6257,selection
11,6250,6258,selection
11,6250,6261,selection
11,6250,6263,selection
11,6250,6279,selection
11,6251,6252,selection
11,6251,6253,selection
11,6251,6255,selection
11,6251,6256,selection
11,6251,6257,selection
11,6251,6258,selection
11,6251,6261,selection
11,6251,6263,selection
11,6251,6279,projection
11,6252,6253,selection
11,6252,6255,selection
11,6252,6256,selection
11,6252,6257,selection
11,6253,6255,selection
11,6253,6256,selection
11,6253,6257,selection
11,6256,6257,selection
11,6261,6263,selection
11,6272,6271,selection
11,6272,6279,projection
11,6273,6271,selection
11,6273,6272,projection
11,6273,6279,projection
11,6274,6271,selection
11,6274,6272,projection
11,6274,6279,projection
11,6275,6271,selection
11,6275,6272,projection
11,6275,6279,projection
11,6276,6271,selection
12,6971,6972,selection
12,6978,6981,rollup
12,6978,6982,rollup
12,6981,6982,projection
12,6981,7024,selection
12,6981,7025,selection
12,6982,6981,projection
12,6982,7024,selection
12,6982,7025,selection
12,6988,6974,projection
12,6988,7030,projection
12,6989,6974,projection
12,6989,7030,projection
12,7021,7022,projection
12,7022,7021,projection
12,7024,7025,projection
12,7025,7024,projection
12,7028,7033,projection
12,7029,6974,projection
12,7029,7018,projection
12,7029,7020,projection
12,7029,7030,projection
12,7030,6974,projection
12,7033,7028,projection
12,7044,7045,projection
12,7044,7046,projection
12,7045,7044,projection
12,7045,7046,projection
12,7046,7044,projection
12,7046,7045,projection
14,2614,2615,selection
14,2614,2617,selection
14,2614,11083,selection
14,2615,2617,selection
14,2615,11083,selection
14,2616,2618,selection
14,2637,2616,selection
14,2637,2618,selection
14,11069,11070,projection
14,11069,11071,projection
14,11069,11072,projection
14,11069,11075,selection
14,11070,11069,projection
14,11070,11071,projection
14,11070,11072,projection
14,11070,11075,selection
14,11071,11072,projection
14,11071,11075,selection
14,11072,11071,projection
14,11072,11075,selection
15,9111,9112,projection
15,9111,9113,projection
15,9112,9111,projection
15,9112,9113,projection
15,9113,9111,projection
15,9113,9112,projection
15,9137,9249,selection
15,9140,9139,projection
15,9141,9139,projection
15,9141,9140,projection
15,9141,9142,projection
15,9141,9143,projection
15,9142,9139,projection
15,9142,9140,projection
15,9142,9141,projection
15,9142,9143,projection
15,9143,9139,projection
15,9143,9140,projection
15,9143,9141,projection
15,9143,9142,projection
15,9144,9139,projection
15,9144,9140,projection
15,9144,9141,projection
15,9144,9142,projection
15,9144,9143,projection
15,9145,9139,projection
15,9221,9139,projection
